bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
144KV,658S,2026-07-12T01:21:38,142.02999877929688,FM,25,"-111.29138885648734,55.778398744527394",144,Chard,Point,138,1.029,green,0.3,8
138A,758S,2026-07-12T01:21:38,148.2100067138672,NW,20,"-118.796474177659,55.112961779128135",144,CG&E,Point,138,1.074,green,0.37,8
13GN,758S,2026-07-12T01:21:38,13.84000015258789,NW,20,"-118.8099434808741,55.11754263392674",144,CG&E,Point,25,0.554,grey,0.3,8
25A,758S,2026-07-12T01:21:38,25.30000114440918,NW,20,"-118.81148521463058,55.10887543259913",144,CG&E,Point,25,1.012,grey,0.3,8
T1,758S,2026-07-12T01:21:38,25.420000076293945,NW,20,"-118.79973648785804,55.11259446100907",144,CG&E,Point,25,1.017,grey,0.3,8
144A,770S,2026-07-12T01:21:38,150.9499969482422,EC,42,"-113.26719715203836,51.74154882681916",144,Three Hills,Point,138,1.094,green,0.469,8
2511,770S,2026-07-12T01:21:38,26.19999885559082,EC,42,"-113.26444596464248,51.739327895346044",144,Three Hills,Point,25,1.048,grey,0.3,8
25A,770S,2026-07-12T01:21:38,26.029998779296875,EC,42,"-113.26747554578128,51.73860266201996",144,Three Hills,Point,25,1.041,grey,0.3,8
25B,770S,2026-07-12T01:21:38,26.139999389648438,EC,42,"-113.26526958009202,51.74334787803951",144,Three Hills,Point,25,1.046,grey,0.3,8
240A,E803S,2026-07-12T01:21:38,251.46900939941406,WE,60,"-112.11899997203857,51.174556178874724",144,Bullpound,Point,240,1.048,red,0.3,8
240B,E803S,2026-07-12T01:21:38,251.64955139160156,WE,60,"-112.11057166819491,51.17652451556526",144,Bullpound,Point,240,1.049,red,0.3,8
721,E803S,2026-07-12T01:21:38,72.50634765625,WE,60,"-112.11218693670966,51.18410741963029",144,Bullpound,Point,72,1.007,purple,0.3,8
138A,SS7,2026-07-12T01:21:38,141.29995727539062,CY,6,"-114.2222986786372,51.05963990971639",138,Substation 7,Point,138,1.024,green,0.3,8
138B,SS7,2026-07-12T01:21:38,141.29995727539062,CY,6,"-114.2273615639066,51.07269654180609",138,Substation 7,Point,138,1.024,green,0.3,8
25A,107S,2026-07-12T01:21:38,25.899999618530273,SE,52,"-111.48892157183685,49.67426272723327",138,Westfield,Point,25,1.036,grey,0.3,8
13BA,1117S,2026-07-12T01:21:38,14.09999942779541,NW,24,"-116.61888947960375,54.09162415104266",138,South Kaybob,Point,25,0.564,grey,0.3,8
13BB,1117S,2026-07-12T01:21:38,0.0,NW,24,"-116.61167967946025,54.0901699836676",138,South Kaybob,Point,25,0,grey,0.3,8
34_5BUS,112S,2026-07-12T01:21:38,35.29999923706055,SW,53,"-113.83460863031969,49.581568839195995",138,Windy Point,Point,72,0.49,purple,0.3,8
893AL_10,112S,2026-07-12T01:21:38,143.230224609375,SW,53,"-113.8343144577789,49.588705495690554",138,Windy Point,Point,138,1.038,green,0.3,8
1308,122S,2026-07-12T01:21:38,14.09999942779541,NW,26,"-115.81678735030074,54.17269257582627",240,Alberta Newsprint,Point,25,0.564,grey,0.3,8
1310,122S,2026-07-12T01:21:38,14.199999809265137,NW,26,"-115.80404751330258,54.17559758714422",240,Alberta Newsprint,Point,25,0.568,grey,0.3,8
13_8_B1,122S,2026-07-12T01:21:38,14.09999942779541,NW,26,"-115.81226849250722,54.17311284393581",240,Alberta Newsprint,Point,25,0.564,grey,0.3,8
13_8_B2,122S,2026-07-12T01:21:38,14.09999942779541,NW,26,"-115.8150223393603,54.187340170706975",240,Alberta Newsprint,Point,25,0.564,grey,0.3,8
13_8_B3,122S,2026-07-12T01:21:38,14.199999809265137,NW,26,"-115.81900000926869,54.17761355446321",240,Alberta Newsprint,Point,25,0.568,grey,0.3,8
240A,122S,2026-07-12T01:21:38,261.27935791015625,NW,26,"-115.80863975355093,54.17407313131639",240,Alberta Newsprint,Point,240,1.089,red,0.443,8
138A,139S,2026-07-12T01:21:38,142.47000122070312,SW,54,"-112.32626867170355,49.687094272122366",138,Hillridge,Point,138,1.032,green,0.3,8
25A,139S,2026-07-12T01:21:38,25.400001525878906,SW,54,"-112.3312848332817,49.69238581401119",138,Hillridge,Point,25,1.016,grey,0.3,8
KV_SETPOINT,139S,2026-07-12T01:21:38,25.000001907348633,SW,54,"-112.3384511124192,49.68947176773408",138,Hillridge,Point,25,1,grey,0.3,8
138A,142S,2026-07-12T01:21:38,143.09999084472656,CY,46,"-113.87277747706649,50.66185534708232",138,Magcan,Point,138,1.037,green,0.3,8
138A,165S,2026-07-12T01:21:38,141.67649841308594,WE,40,"-114.75024769961618,53.57571913146251",138,T.M.P.L. Gainford,Point,138,1.027,green,0.3,8
1381,184S,2026-07-12T01:21:38,141.99000549316406,WE,60,"-113.35081375401202,53.55202333119998",138,Petro-Canada Edmonton,Point,138,1.029,green,0.3,8
1382,184S,2026-07-12T01:21:38,141.79000854492188,WE,60,"-113.34128468001056,53.55884327487031",138,Petro-Canada Edmonton,Point,138,1.027,green,0.3,8
13_8_A,184S,2026-07-12T01:21:38,14.015998840332031,WE,60,"-113.3486863408343,53.54259995557719",138,Petro-Canada Edmonton,Point,25,0.561,grey,0.3,8
13_8_B,184S,2026-07-12T01:21:38,14.024999618530273,WE,60,"-113.35098317280597,53.55579949067424",138,Petro-Canada Edmonton,Point,25,0.561,grey,0.3,8
13_8_C,184S,2026-07-12T01:21:38,13.917999267578125,WE,60,"-113.34614521094589,53.54313229255445",138,Petro-Canada Edmonton,Point,25,0.557,grey,0.3,8
1381,185S,2026-07-12T01:21:38,141.56024169921875,WE,60,"-113.34882641277663,53.55532573063483",138,Bretville,Point,138,1.026,green,0.3,8
1382,185S,2026-07-12T01:21:38,141.56024169921875,WE,60,"-113.35521210793951,53.562352092996086",138,Bretville,Point,138,1.026,green,0.3,8
T1_L,185S,2026-07-12T01:21:38,4.256999969482422,WE,60,"-113.35054155354536,53.55046748226291",138,Bretville,Point,25,0.17,grey,0.3,8
T2_L,185S,2026-07-12T01:21:38,4.224999904632568,WE,60,"-113.3366905458823,53.56390942826798",138,Bretville,Point,25,0.169,grey,0.3,8
138A,20S,2026-07-12T01:21:38,142.22254943847656,CY,44,"-114.70972088093481,51.21755323731987",138,Ghost,Point,138,1.031,green,0.3,8
13A,20S,2026-07-12T01:21:38,13.304523468017578,CY,44,"-114.70242296207327,51.22589168076523",138,Ghost,Point,25,0.532,grey,0.3,8
2_A,20S,2026-07-12T01:21:38,0.0,CY,44,"-114.70686888724026,51.22048124822323",138,Ghost,Point,25,0,grey,0.3,8
1381,252S,2026-07-12T01:21:38,140.6636199951172,EC,32,"-111.43470906677263,52.96081922262488",69/138,Jarrow,Point,138,1.019,green,0.3,8
25_B2,252S,2026-07-12T01:21:38,26.1894588470459,EC,32,"-111.43826001742038,52.95874404860812",69/138,Jarrow,Point,25,1.048,grey,0.3,8
1083L,288S,2026-07-12T01:21:38,254.64561462402344,WE,31,"-113.50272016653095,52.69326710063091",138/240,Wolf Creek,Point,240,1.061,red,0.305,8
1AB1,288S,2026-07-12T01:21:38,142.48001098632812,WE,31,"-113.49657352257233,52.70307552348477",138/240,Wolf Creek,Point,138,1.032,green,0.3,8
1AB2,288S,2026-07-12T01:21:38,142.54000854492188,WE,31,"-113.51310283903578,52.70293405693515",138/240,Wolf Creek,Point,138,1.033,green,0.3,8
2AB1,288S,2026-07-12T01:21:38,254.33001708984375,WE,31,"-113.50812228878651,52.70642809829429",138/240,Wolf Creek,Point,240,1.06,red,0.3,8
2AB2,288S,2026-07-12T01:21:38,254.4300079345703,WE,31,"-113.50573316778345,52.70768284300918",138/240,Wolf Creek,Point,240,1.06,red,0.301,8
910L,288S,2026-07-12T01:21:38,254.69757080078125,WE,31,"-113.50896819627232,52.69443449593163",138/240,Wolf Creek,Point,240,1.061,red,0.306,8
138_1,289S,2026-07-12T01:21:38,142.9458770751953,WE,60,"-113.50428908590816,53.2960554261319",138/240,Saunders Lake,Point,138,1.036,green,0.3,8
138_2,289S,2026-07-12T01:21:38,142.89390563964844,WE,60,"-113.5018587977313,53.30188322372282",138/240,Saunders Lake,Point,138,1.035,green,0.3,8
240_1,289S,2026-07-12T01:21:38,252.87001037597656,WE,60,"-113.51416686593849,53.2934138913204",138/240,Saunders Lake,Point,240,1.054,red,0.3,8
240_2,289S,2026-07-12T01:21:38,252.78001403808594,WE,60,"-113.51156125502798,53.31221309501506",138/240,Saunders Lake,Point,240,1.053,red,0.3,8
72BA,322S,2026-07-12T01:21:38,72.19999694824219,SW,53,"-114.09596809755342,49.548834531305474",69,Cowley Ridge,Point,72,1.003,purple,0.3,8
12,323S,2026-07-12T01:21:38,12.399999618530273,NW,26,"-115.73360926799147,54.170431537114894",69,Whitecourt Power,Point,25,0.496,grey,0.3,8
1046L,338S,2026-07-12T01:21:38,0.0,WE,40,"-114.500111655351,53.7775457660727",240,Cherhill,Point,25,0,grey,0.3,8
240A,338S,2026-07-12T01:21:38,263.90130615234375,WE,40,"-114.48387773748888,53.78393134941021",240,Cherhill,Point,240,1.1,red,0.498,8
240B,338S,2026-07-12T01:21:38,262.7620544433594,WE,40,"-114.48977277168183,53.793840251348236",240,Cherhill,Point,240,1.095,red,0.474,8
913L,338S,2026-07-12T01:21:38,263.6454772949219,WE,40,"-114.48827887937982,53.794033250834",240,Cherhill,Point,240,1.099,red,0.493,8
25B1,385S,2026-07-12T01:21:38,25.756305694580078,SW,55,"-113.15505876107915,49.296956558423894",69,Spring Coulee,Point,25,1.03,grey,0.3,8
25B2,385S,2026-07-12T01:21:38,25.756305694580078,SW,55,"-113.14625015938269,49.296781707749346",69,Spring Coulee,Point,25,1.03,grey,0.3,8
69A,385S,2026-07-12T01:21:38,71.63999938964844,SW,55,"-113.14208385219989,49.290274890662374",69,Spring Coulee,Point,72,0.995,purple,0.3,8
144A,402S,2026-07-12T01:21:38,141.6199951171875,EE,33,"-113.0899034810616,53.80157689045337",138,Shell AOSP,Point,138,1.026,green,0.3,8
144B,402S,2026-07-12T01:21:38,141.61000061035156,EE,33,"-113.09080906874081,53.80556246006821",138,Shell AOSP,Point,138,1.026,green,0.3,8
34_A,402S,2026-07-12T01:21:38,0.0,EE,33,"-113.10422540153812,53.80110885300759",138,Shell AOSP,Point,25,0,grey,0.3,8
34_B,402S,2026-07-12T01:21:38,0.0,EE,33,"-113.1005450541395,53.81847828496091",138,Shell AOSP,Point,25,0,grey,0.3,8
352PT,402S,2026-07-12T01:21:38,141.83999633789062,EE,33,"-113.09653246484052,53.800671234653386",138,Shell AOSP,Point,138,1.028,green,0.3,8
552PT,402S,2026-07-12T01:21:38,141.86000061035156,EE,33,"-113.09925201702728,53.80921267371351",138,Shell AOSP,Point,138,1.028,green,0.3,8
652PT,402S,2026-07-12T01:21:38,141.84999084472656,EE,33,"-113.0892592273333,53.81661329808833",138,Shell AOSP,Point,138,1.028,green,0.3,8
STG1,402S,2026-07-12T01:21:38,0.0,EE,33,"-113.08580107881791,53.818804002069854",138,Shell AOSP,Point,25,0,grey,0.3,8
1027L_10,430S,2026-07-12T01:21:38,247.67001342773438,EE,33,"-113.1289517318192,53.77746177099263",240,Ursus,Point,240,1.032,red,0.3,8
2AB1,430S,2026-07-12T01:21:38,247.78001403808594,EE,33,"-113.1248502468653,53.785095281188426",240,Ursus,Point,240,1.032,red,0.3,8
2AB2,430S,2026-07-12T01:21:38,247.78001403808594,EE,33,"-113.11714325278024,53.779804586807664",240,Ursus,Point,240,1.032,red,0.3,8
997L_10,430S,2026-07-12T01:21:38,247.8800048828125,EE,33,"-113.1226374986378,53.77070997692936",240,Ursus,Point,240,1.033,red,0.3,8
138A,434S,2026-07-12T01:21:38,141.6814727783203,WE,40,"-113.95853718431361,53.532169578274804",138,Stony Plain,Point,138,1.027,green,0.3,8
25_A,434S,2026-07-12T01:21:38,26.18199920654297,WE,40,"-113.95708747060087,53.528728302362985",138,Stony Plain,Point,25,1.047,grey,0.3,8
25_B,434S,2026-07-12T01:21:38,25.900999069213867,WE,40,"-113.96441117057482,53.535181539902396",138,Stony Plain,Point,25,1.036,grey,0.3,8
500,439S,2026-07-12T01:21:38,141.0,EE,33,"-113.12589666665987,53.80968273279284",138,Opal,Point,138,1.022,green,0.3,8
GEN1,439S,2026-07-12T01:21:38,14.160000801086426,EE,33,"-113.12866682955801,53.81741802845973",138,Opal,Point,25,0.566,grey,0.3,8
138A,478S,2026-07-12T01:21:38,142.3173370361328,EC,32,"-111.26366352524175,52.66290498320934",138,Tucuman,Point,138,1.031,green,0.3,8
138A,656S,2026-07-12T01:21:38,142.24903869628906,EC,32,"-111.26966169019052,52.64393209487561",138,Clipper,Point,138,1.031,green,0.3,8
138A,674S,2026-07-12T01:21:38,142.8300018310547,SW,54,"-112.88229138155403,49.665647640835786",138,Bowron,Point,138,1.035,green,0.3,8
1061,681S,2026-07-12T01:21:38,249.25894165039062,EE,33,"-113.121159105266,53.82930514130679",240,Bannerman,Point,240,1.039,red,0.3,8
2AB1,681S,2026-07-12T01:21:38,248.90000915527344,EE,33,"-113.12145110480124,53.84433533150612",240,Bannerman,Point,240,1.037,red,0.3,8
2AB2,681S,2026-07-12T01:21:38,248.760009765625,EE,33,"-113.11768308952125,53.83682525084721",240,Bannerman,Point,240,1.037,red,0.3,8
942,681S,2026-07-12T01:21:38,249.15501403808594,EE,33,"-113.11333461408779,53.8297346255734",240,Bannerman,Point,240,1.038,red,0.3,8
1090L,723S,2026-07-12T01:21:38,259.4953308105469,FM,25,"-110.92202779872727,55.55078017310669",240,Christina Lake,Point,240,1.081,red,0.406,8
240_B1,723S,2026-07-12T01:21:38,259.5780029296875,FM,25,"-110.9056693329554,55.55468834155858",240,Christina Lake,Point,240,1.082,red,0.408,8
240_B2,723S,2026-07-12T01:21:38,259.5780029296875,FM,25,"-110.90827174477674,55.560111843935566",240,Christina Lake,Point,240,1.082,red,0.408,8
25_B1,723S,2026-07-12T01:21:38,25.728151321411133,FM,25,"-110.91321838118681,55.5693447991031",240,Christina Lake,Point,25,1.029,grey,0.3,8
25_B2,723S,2026-07-12T01:21:38,25.895599365234375,FM,25,"-110.91827269520519,55.556816506629936",240,Christina Lake,Point,25,1.036,grey,0.3,8
957L,723S,2026-07-12T01:21:38,259.72052001953125,FM,25,"-110.91428799968148,55.56383294865152",240,Christina Lake,Point,240,1.082,red,0.411,8
72A,727S,2026-07-12T01:21:38,76.2699966430664,NW,21,"-115.35252715141884,55.31939840094727",72,Kinuso,Point,72,1.059,purple,0.3,8
144A,733S,2026-07-12T01:21:38,145.9199981689453,NW,22,"-117.762212289045,54.41965664313873",144,Simonette,Point,138,1.057,green,0.3,8
7L56PT5,738S,2026-07-12T01:21:38,149.88999938964844,NW,26,"-115.85774486510866,54.60178271007775",144,Virginia Hills,Point,138,1.086,green,0.431,8
7L56PT6,738S,2026-07-12T01:21:38,150.1199951171875,NW,26,"-115.8537543740546,54.59330801217604",144,Virginia Hills,Point,138,1.088,green,0.439,8
144A,739S,2026-07-12T01:21:38,148.97000122070312,NW,26,"-115.43503637700124,54.81802931421235",72/144,Edith Lake,Point,138,1.079,green,0.397,8
144B,739S,2026-07-12T01:21:38,148.37998962402344,NW,26,"-115.43740249107728,54.82526331759095",72/144,Edith Lake,Point,138,1.075,green,0.376,8
25A,739S,2026-07-12T01:21:38,25.876079559326172,NW,26,"-115.42371643021811,54.816879700937974",72/144,Edith Lake,Point,25,1.035,grey,0.3,8
72A,739S,2026-07-12T01:21:38,75.68000030517578,NW,26,"-115.42663954257405,54.821543187177106",72/144,Edith Lake,Point,72,1.051,purple,0.3,8
144A,740S,2026-07-12T01:21:38,147.38999938964844,NW,22,"-119.10195839155686,54.00268202644912",144,H.R. Milner,Point,138,1.068,green,0.34,8
15A,740S,2026-07-12T01:21:38,14.826752662658691,NW,22,"-119.098046383951,54.002245275961066",144,H.R. Milner,Point,25,0.593,grey,0.3,8
25A,740S,2026-07-12T01:21:38,26.059999465942383,NW,22,"-119.10148070855448,54.015896848798924",144,H.R. Milner,Point,25,1.042,grey,0.3,8
25B,740S,2026-07-12T01:21:38,26.09000015258789,NW,22,"-119.10284418789834,54.00797878146424",144,H.R. Milner,Point,25,1.044,grey,0.3,8
700PT2,740S,2026-07-12T01:21:38,147.5800018310547,NW,22,"-119.0978153573483,54.0161795856147",144,H.R. Milner,Point,138,1.069,green,0.347,8
701PT,740S,2026-07-12T01:21:38,147.40000915527344,NW,22,"-119.09903039014667,54.015655970636026",144,H.R. Milner,Point,138,1.068,green,0.341,8
7L20,740S,2026-07-12T01:21:38,146.47000122070312,NW,22,"-119.10593029694952,54.00722186643996",144,H.R. Milner,Point,138,1.061,green,0.307,8
7L80,740S,2026-07-12T01:21:38,147.6999969482422,NW,22,"-119.09414431160852,54.009916877655755",144,H.R. Milner,Point,138,1.07,green,0.351,8
72A,745S,2026-07-12T01:21:38,76.33000183105469,NW,21,"-114.79974785194564,55.28153218285428",72,Slave Lake,Point,72,1.06,purple,0.301,8
144A,757S,2026-07-12T01:21:38,144.38999938964844,EC,36,"-112.13372315272223,52.4671772606343",144/240,Battle River,Point,138,1.046,green,0.3,8
16A,757S,2026-07-12T01:21:38,0.0,EC,36,"-112.13959503834805,52.46336670276569",144/240,Battle River,Point,25,0,grey,0.3,8
16B,757S,2026-07-12T01:21:38,0.0,EC,36,"-112.13957229137306,52.46973140127049",144/240,Battle River,Point,25,0,grey,0.3,8
21A,757S,2026-07-12T01:21:38,19.93000030517578,EC,36,"-112.12885883403364,52.47174115523329",144/240,Battle River,Point,25,0.797,grey,0.3,8
240A,757S,2026-07-12T01:21:38,257.0400085449219,EC,36,"-112.12423838143953,52.46877877174907",144/240,Battle River,Point,240,1.071,red,0.355,8
72A,757S,2026-07-12T01:21:38,73.83000183105469,EC,36,"-112.13466718925368,52.47650409772273",144/240,Battle River,Point,72,1.025,purple,0.3,8
700PT1,787S,2026-07-12T01:21:38,150.63999938964844,NW,21,"-116.52337292246183,55.434272684251276",144,High Prairie,Point,138,1.092,green,0.458,8
700PT2,787S,2026-07-12T01:21:38,150.66000366210938,NW,21,"-116.51580925187614,55.423949829964684",144,High Prairie,Point,138,1.092,green,0.459,8
144A,788S,2026-07-12T01:21:38,152.88999938964844,NW,19,"-117.58389469983933,57.09049482423248",144,Hotchkiss,Point,138,1.108,green,0.539,8
144A,802S,2026-07-12T01:21:38,149.72000122070312,EC,42,"-112.72441725261189,51.50958661235342",72/144,Michichi Creek,Point,138,1.085,green,0.425,8
144B,802S,2026-07-12T01:21:38,149.4199981689453,EC,42,"-112.72460284917314,51.509550180007864",72/144,Michichi Creek,Point,138,1.083,green,0.414,8
2514,802S,2026-07-12T01:21:38,25.600000381469727,EC,42,"-112.72088745940833,51.49622282142275",72/144,Michichi Creek,Point,25,1.024,grey,0.3,8
2542,802S,2026-07-12T01:21:38,25.5,EC,42,"-112.72421269351959,51.50450883166997",72/144,Michichi Creek,Point,25,1.02,grey,0.3,8
25A,802S,2026-07-12T01:21:38,26.00400161743164,EC,42,"-112.73584481059272,51.51127341169305",72/144,Michichi Creek,Point,25,1.04,grey,0.3,8
25B,802S,2026-07-12T01:21:38,25.84000015258789,EC,42,"-112.72577353921153,51.501083347324894",72/144,Michichi Creek,Point,25,1.034,grey,0.3,8
72A,802S,2026-07-12T01:21:38,74.776611328125,EC,42,"-112.73406009868927,51.510565522592195",72/144,Michichi Creek,Point,72,1.039,purple,0.3,8
500PT1,803S,2026-07-12T01:21:38,26.149999618530273,SE,43,"-112.11181281440987,51.174053958095236",144,Bullpound,Point,25,1.046,grey,0.3,8
1441,813S,2026-07-12T01:21:38,151.5800018310547,NW,23,"-117.2115058978636,54.933434425230324",144/240,Little Smoky,Point,138,1.098,green,0.492,8
1442,813S,2026-07-12T01:21:38,151.45999145507812,NW,23,"-117.21126739312355,54.934180660371894",144/240,Little Smoky,Point,138,1.098,green,0.488,8
1443,813S,2026-07-12T01:21:38,151.1999969482422,NW,23,"-117.2094650064572,54.93943805831812",144/240,Little Smoky,Point,138,1.096,green,0.478,8
144B,813S,2026-07-12T01:21:38,151.36000061035156,NW,23,"-117.19578772121889,54.93849996096682",144/240,Little Smoky,Point,138,1.097,green,0.484,8
144D,813S,2026-07-12T01:21:38,151.41000366210938,NW,23,"-117.20680940292613,54.936989333147956",144/240,Little Smoky,Point,138,1.097,green,0.486,8
144F,813S,2026-07-12T01:21:38,151.30999755859375,NW,23,"-117.20701413898941,54.94401529523602",144/240,Little Smoky,Point,138,1.096,green,0.482,8
144I,813S,2026-07-12T01:21:38,151.33999633789062,NW,23,"-117.2072407750137,54.93493356231078",144/240,Little Smoky,Point,138,1.097,green,0.483,8
144K,813S,2026-07-12T01:21:38,151.25,NW,23,"-117.19388929859997,54.934661833123755",144/240,Little Smoky,Point,138,1.096,green,0.48,8
144M,813S,2026-07-12T01:21:38,151.26998901367188,NW,23,"-117.1982345209957,54.94915938557889",144/240,Little Smoky,Point,138,1.096,green,0.481,8
144O,813S,2026-07-12T01:21:38,151.47000122070312,NW,23,"-117.20732043619638,54.93312790713424",144/240,Little Smoky,Point,138,1.098,green,0.488,8
144S,813S,2026-07-12T01:21:38,151.489990234375,NW,23,"-117.19548700976723,54.932255076424894",144/240,Little Smoky,Point,138,1.098,green,0.489,8
2401,813S,2026-07-12T01:21:38,262.1300048828125,NW,23,"-117.20081360132325,54.94937569701071",144/240,Little Smoky,Point,240,1.092,red,0.461,8
2402,813S,2026-07-12T01:21:38,262.69000244140625,NW,23,"-117.20843727158459,54.939987587331075",144/240,Little Smoky,Point,240,1.095,red,0.473,8
240N,813S,2026-07-12T01:21:38,262.69000244140625,NW,23,"-117.2102202415221,54.93932275200978",144/240,Little Smoky,Point,240,1.095,red,0.473,8
240R,813S,2026-07-12T01:21:38,262.1300048828125,NW,23,"-117.20623379986039,54.951626729961674",144/240,Little Smoky,Point,240,1.092,red,0.461,8
718,813S,2026-07-12T01:21:38,151.38999938964844,NW,23,"-117.2016745367355,54.94585319550042",144/240,Little Smoky,Point,138,1.097,green,0.485,8
903A,813S,2026-07-12T01:21:38,263.3500061035156,NW,23,"-117.20063140618488,54.94503982630171",144/240,Little Smoky,Point,240,1.097,red,0.486,8
700PT1,819S,2026-07-12T01:21:38,142.6346435546875,EE,56,"-111.93345681709255,54.16531682256391",144,Whitbylake,Point,138,1.034,green,0.3,8
900PT1,863S,2026-07-12T01:21:38,258.239990234375,EC,36,"-111.75263739312051,52.429864054620055",240,Paintearth Creek,Point,240,1.076,red,0.38,8
13G1,881S,2026-07-12T01:21:38,13.699999809265137,NW,23,"-117.19683050553114,54.93837025830625",144,Sturgeon 2,Point,25,0.548,grey,0.3,8
13G2,881S,2026-07-12T01:21:38,13.699999809265137,NW,23,"-117.19804466596831,54.942685680456684",144,Sturgeon 2,Point,25,0.548,grey,0.3,8
7L01,881S,2026-07-12T01:21:38,151.20166015625,NW,23,"-117.1953052934151,54.93555197200146",144,Sturgeon 2,Point,138,1.096,green,0.478,8
700PT1,886S,2026-07-12T01:21:38,145.63999938964844,NW,20,"-119.81907571102204,55.411442601792295",144,Updike,Point,138,1.055,green,0.3,8
144A,907S,2026-07-12T01:21:38,141.61000061035156,FM,25,"-111.45695873535182,55.817997621978506",144,Waddel,Point,138,1.026,green,0.3,8
5500PT1,907S,2026-07-12T01:21:38,25.291000366210938,FM,25,"-111.44583607811079,55.82163210535124",144,Waddel,Point,25,1.012,grey,0.3,8
72A,920S,2026-07-12T01:21:38,73.30999755859375,FM,25,"-111.39383312414608,57.230993764196135",240,Jack Pine,Point,72,1.018,purple,0.3,8
72B,920S,2026-07-12T01:21:38,73.29000091552734,FM,25,"-111.38966349564988,57.233292729386946",240,Jack Pine,Point,72,1.018,purple,0.3,8
9JHL_1,920S,2026-07-12T01:21:38,261.69000244140625,FM,25,"-111.39728118282287,57.237477659398884",240,Jack Pine,Point,240,1.09,red,0.452,8
9JHL_2,920S,2026-07-12T01:21:38,261.1600036621094,FM,25,"-111.39235156127442,57.23898335716976",240,Jack Pine,Point,240,1.088,red,0.441,8
138A,92S,2026-07-12T01:21:38,141.95860290527344,WE,60,"-113.57130112305731,53.65854988018912",138,Viscount,Point,138,1.029,green,0.3,8
700PT1,931S,2026-07-12T01:21:38,143.47999572753906,FM,25,"-110.7896382936853,55.82789124982573",144,Bohn,Point,138,1.04,green,0.3,8
9L101PT,957S,2026-07-12T01:21:38,263.4100036621094,FM,25,"-111.15113250440432,57.42727355718792",240,McClelland,Point,240,1.098,red,0.488,8
9L69PT,957S,2026-07-12T01:21:38,263.5199890136719,FM,25,"-111.13502850124729,57.42101554610859",240,McClelland,Point,240,1.098,red,0.49,8
L9900PT,957S,2026-07-12T01:21:38,263.4100036621094,FM,25,"-111.14456880961903,57.43610082278109",240,McClelland,Point,240,1.098,red,0.488,8
25B1,969S,2026-07-12T01:21:38,25.19999885559082,EE,13,"-110.60344354102075,53.98636795247569",144,Lindbergh,Point,25,1.008,grey,0.3,8
500PT1,969S,2026-07-12T01:21:38,25.15999984741211,EE,13,"-110.58656472854634,53.98447210662374",144,Lindbergh,Point,25,1.006,grey,0.3,8
701,969S,2026-07-12T01:21:38,144.4199981689453,EE,13,"-110.60426113314654,54.00134085581164",144,Lindbergh,Point,138,1.047,green,0.3,8
138A,985S,2026-07-12T01:21:38,142.3000030517578,CY,44,"-115.16337543715443,51.05695124487701",138,Exshaw,Point,138,1.031,green,0.3,8
700PT1,989S,2026-07-12T01:21:38,147.1699981689453,FM,25,"-110.87461229374259,56.21247673333311",144,Quigley,Point,138,1.066,green,0.332,8
7L104PT,989S,2026-07-12T01:21:38,147.02999877929688,FM,25,"-110.86927037246167,56.21785362627102",144,Quigley,Point,138,1.065,green,0.327,8
7L167PT,989S,2026-07-12T01:21:38,146.97000122070312,FM,25,"-110.87533467905924,56.21619218337506",144,Quigley,Point,138,1.065,green,0.325,8
7L81,FNG,2026-07-12T01:21:38,152.9350128173828,NW,17,"-122.69112063815047,58.6428407859206",138,Fort Nelson,Point,138,1.108,green,0.541,8
1360,SS13,2026-07-12T01:21:38,73.53001403808594,CY,6,"-114.04884126385726,51.08012449662383",69/138,Substation 13,Point,72,1.021,purple,0.3,8
138A,SS13,2026-07-12T01:21:38,140.9999542236328,CY,6,"-114.0408953441064,51.07285466549521",69/138,Substation 13,Point,138,1.022,green,0.3,8
14PT138_Z5,SS14,2026-07-12T01:21:38,140.80833435058594,CY,6,"-114.19269993518994,51.134283472618115",138,Substation 14,Point,138,1.02,green,0.3,8
138A,SS39,2026-07-12T01:21:38,140.82347106933594,CY,6,"-113.94892284791926,51.08732330283012",138,Substation 39,Point,138,1.02,green,0.3,8
1381,118S,2026-07-12T01:21:38,142.07952880859375,CY,44,"-115.3201869908423,51.087179318842004",138,Canmore,Point,138,1.03,green,0.3,8
25_3,118S,2026-07-12T01:21:38,26.01799774169922,CY,44,"-115.3281433141441,51.08359959033231",138,Canmore,Point,25,1.041,grey,0.3,8
2AB1,485S,2026-07-12T01:21:38,256.6000061035156,SW,49,"-112.8835452425252,50.1329048359759",240,Blackspring Ridge,Point,240,1.069,red,0.346,8
35A,485S,2026-07-12T01:21:38,34.89999771118164,SW,49,"-112.8766168917286,50.134936391617146",240,Blackspring Ridge,Point,72,0.485,purple,0.3,8
35B,485S,2026-07-12T01:21:38,34.89999771118164,SW,49,"-112.87566740913618,50.12746731228668",240,Blackspring Ridge,Point,72,0.485,purple,0.3,8
1AB1,595S,2026-07-12T01:21:38,142.3029327392578,WE,60,"-113.78240035135067,53.57562480975203",138,Spruce Grove,Point,138,1.031,green,0.3,8
500PT1,735S,2026-07-12T01:21:38,26.010000228881836,NW,26,"-115.2778381962667,54.876575009048494",72,Swan River,Point,25,1.04,grey,0.3,8
