bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
600PT1,735S,2026-07-12T01:21:38,74.88999938964844,NW,26,"-115.29073767781945,54.89063232404904",72,Swan River,Point,72,1.04,purple,0.3,8
138E,77S,2026-07-12T01:21:38,142.9805145263672,NW,26,"-115.57012342986881,54.08728088325068",138/240,Sagitawah,Point,138,1.036,green,0.3,8
138W,77S,2026-07-12T01:21:38,142.8665313720703,NW,26,"-115.57964486399777,54.08428139782807",138/240,Sagitawah,Point,138,1.035,green,0.3,8
240A,77S,2026-07-12T01:21:38,262.1453857421875,NW,26,"-115.57126866956123,54.07371335246264",138/240,Sagitawah,Point,240,1.092,red,0.461,8
240B,77S,2026-07-12T01:21:38,262.6303405761719,NW,26,"-115.57666669091425,54.07974105083381",138/240,Sagitawah,Point,240,1.094,red,0.471,8
138A,SS21,2026-07-12T01:21:38,141.199951171875,CY,6,"-114.16380797705389,51.046279211889654",69/138,Substation 21,Point,138,1.023,green,0.3,8
138B,SS21,2026-07-12T01:21:38,141.33999633789062,CY,6,"-114.16703918561053,51.051743868859006",69/138,Substation 21,Point,138,1.024,green,0.3,8
69A,SS21,2026-07-12T01:21:38,73.07000732421875,CY,6,"-114.16524697766509,51.060741389864944",69/138,Substation 21,Point,72,1.015,purple,0.3,8
138A,SS26,2026-07-12T01:21:38,142.0,CY,6,"-113.95364241422068,50.90300413399797",138,Substation 26,Point,138,1.029,green,0.3,8
Z32,SS26,2026-07-12T01:21:38,141.89999389648438,CY,6,"-113.9559233422941,50.90740002739148",138,Substation 26,Point,138,1.028,green,0.3,8
138A,207S,2026-07-12T01:21:38,140.4690399169922,WE,29,"-116.13452617518256,53.59541091501612",138,Pinedale,Point,138,1.018,green,0.3,8
138B,207S,2026-07-12T01:21:38,140.2100067138672,WE,29,"-116.14817650433447,53.60032054583254",138,Pinedale,Point,138,1.016,green,0.3,8
25,876S,2026-07-12T01:21:38,26.10999870300293,FM,25,"-113.46213781724337,56.162649461415725",240,Brintnell,Point,25,1.044,grey,0.3,8
56D4,876S,2026-07-12T01:21:38,272.1199951171875,FM,25,"-113.46852960946406,56.1539175251244",240,Brintnell,Point,240,1.134,red,0.669,8
900PT1,876S,2026-07-12T01:21:38,271.80999755859375,FM,25,"-113.45330227924674,56.158477712923286",240,Brintnell,Point,240,1.133,red,0.663,8
900PT2,876S,2026-07-12T01:21:38,271.6600036621094,FM,25,"-113.46737104429765,56.15765068566924",240,Brintnell,Point,240,1.132,red,0.66,8
9L10PT,876S,2026-07-12T01:21:38,272.19000244140625,FM,25,"-113.47233727099206,56.14532278314092",240,Brintnell,Point,240,1.134,red,0.671,8
9L15PT,876S,2026-07-12T01:21:38,272.0199890136719,FM,25,"-113.46724403684672,56.16186677538586",240,Brintnell,Point,240,1.133,red,0.667,8
138A,104S,2026-07-12T01:21:38,140.162353515625,WE,29,"-117.75205097640051,53.28013921094729",69/138,Watson Creek,Point,138,1.016,green,0.3,8
25_A,229S,2026-07-12T01:21:38,25.939998626708984,SW,55,"-113.38483844149098,49.33973939458691",69,Glenwood,Point,25,1.038,grey,0.3,8
69B1,229S,2026-07-12T01:21:38,71.69999694824219,SW,55,"-113.38186498855443,49.34388369819957",69,Glenwood,Point,72,0.996,purple,0.3,8
132,332S,2026-07-12T01:21:38,14.160999298095703,WC,51,"-113.5902283637098,52.38149395456299",138,Ellis,Point,25,0.566,grey,0.3,8
138N,332S,2026-07-12T01:21:38,140.59999084472656,WC,51,"-113.59489558750798,52.39815925216524",138,Ellis,Point,138,1.019,green,0.3,8
13A,332S,2026-07-12T01:21:38,14.169999122619629,WC,51,"-113.60283430033525,52.38730606103097",138,Ellis,Point,25,0.567,grey,0.3,8
144A,767S,2026-07-12T01:21:38,145.80999755859375,EC,42,"-110.46442170401129,51.369467145351685",72/144,Oyen,Point,138,1.057,green,0.3,8
500PT1,767S,2026-07-12T01:21:38,26.26999855041504,EC,42,"-110.46807000651113,51.35135787204941",72/144,Oyen,Point,25,1.051,grey,0.3,8
72A,767S,2026-07-12T01:21:38,76.98999786376953,EC,42,"-110.4630524655211,51.35906917473221",72/144,Oyen,Point,72,1.069,purple,0.347,8
1064L,102S,2026-07-12T01:21:38,252.87001037597656,CY,6,"-113.71675396614746,50.96123078508046",240/500,Langdon,Point,240,1.054,red,0.3,8
1065L,102S,2026-07-12T01:21:38,253.00001525878906,CY,6,"-113.72775060898311,50.95592097070223",240/500,Langdon,Point,240,1.054,red,0.3,8
1114L_10A,102S,2026-07-12T01:21:38,253.10000610351562,CY,6,"-113.71796757170827,50.96715237412218",240/500,Langdon,Point,240,1.055,red,0.3,8
240E,102S,2026-07-12T01:21:38,253.11001586914062,CY,6,"-113.71192898633805,50.961884886391765",240/500,Langdon,Point,240,1.055,red,0.3,8
240W,102S,2026-07-12T01:21:38,252.95001220703125,CY,6,"-113.71394615289886,50.957500137789005",240/500,Langdon,Point,240,1.054,red,0.3,8
924L_1A,102S,2026-07-12T01:21:38,253.33001708984375,CY,6,"-113.71771850759218,50.96306329380817",240/500,Langdon,Point,240,1.056,red,0.3,8
927L_10,102S,2026-07-12T01:21:38,252.9600067138672,CY,6,"-113.71469615764057,50.94956581751057",240/500,Langdon,Point,240,1.054,red,0.3,8
936L_10A,102S,2026-07-12T01:21:38,253.20001220703125,CY,6,"-113.7278485689104,50.95347392898025",240/500,Langdon,Point,240,1.055,red,0.3,8
937L,102S,2026-07-12T01:21:38,253.0500030517578,CY,6,"-113.72792100150949,50.96345990814729",240/500,Langdon,Point,240,1.054,red,0.3,8
1381,233S,2026-07-12T01:21:38,140.98866271972656,EE,33,"-113.09934886024703,53.84062127210979",138,Beamer,Point,138,1.022,green,0.3,8
1382,233S,2026-07-12T01:21:38,141.1800079345703,EE,33,"-113.09054330526727,53.841607214705505",138,Beamer,Point,138,1.023,green,0.3,8
25A,234S,2026-07-12T01:21:38,25.78904151916504,WE,40,"-114.77644145617272,54.30164719536933",138,Fort Assiniboine,Point,25,1.032,grey,0.3,8
B,234S,2026-07-12T01:21:38,144.6661834716797,WE,40,"-114.76658421132326,54.31433868322508",138,Fort Assiniboine,Point,138,1.048,green,0.3,8
25_B2,405S,2026-07-12T01:21:38,26.211706161499023,EE,27,"-112.61626344509608,54.75402354484464",138,Waupisoo,Point,25,1.048,grey,0.3,8
A138,405S,2026-07-12T01:21:38,141.09365844726562,EE,27,"-112.61303258573318,54.770983899650076",138,Waupisoo,Point,138,1.022,green,0.3,8
138_1,522S,2026-07-12T01:21:38,141.8000030517578,WE,60,"-113.09628445910474,53.36485966490508",138,Cooking Lake,Point,138,1.028,green,0.3,8
500PT1,707S,2026-07-12T01:21:38,25.829999923706055,EE,56,"-111.31344116505689,54.01496500309608",144,St. Paul,Point,25,1.033,grey,0.3,8
700PT1,707S,2026-07-12T01:21:38,145.97999572753906,EE,56,"-111.30660857525362,54.00310651171386",144,St. Paul,Point,138,1.058,green,0.3,8
700PT2,707S,2026-07-12T01:21:38,146.0,EE,56,"-111.31297828309438,54.00908566928583",144,St. Paul,Point,138,1.058,green,0.3,8
144A,749S,2026-07-12T01:21:38,148.45999145507812,NW,20,"-118.85579617068542,55.13137272797508",144,Flying Shot Lake,Point,138,1.076,green,0.379,8
701,749S,2026-07-12T01:21:38,148.1328887939453,NW,20,"-118.8570330747804,55.12733425443301",144,Flying Shot Lake,Point,138,1.073,green,0.367,8
702,749S,2026-07-12T01:21:38,148.8199920654297,NW,20,"-118.85494253011379,55.13955725145082",144,Flying Shot Lake,Point,138,1.078,green,0.392,8
703,749S,2026-07-12T01:21:38,148.49288940429688,NW,20,"-118.84822505674155,55.12833049550763",144,Flying Shot Lake,Point,138,1.076,green,0.38,8
704,749S,2026-07-12T01:21:38,147.67208862304688,NW,20,"-118.83942918059098,55.12373239313118",144,Flying Shot Lake,Point,138,1.07,green,0.35,8
705,749S,2026-07-12T01:21:38,148.77000427246094,NW,20,"-118.85619843735392,55.129358961922996",144,Flying Shot Lake,Point,138,1.078,green,0.39,8
701,903S,2026-07-12T01:21:38,145.61000061035156,EC,42,"-110.61558895085787,51.93289596167142",144,Loyalist,Point,138,1.055,green,0.3,8
700PT1,933S,2026-07-12T01:21:38,151.8300018310547,FM,25,"-111.51669421796834,56.738599474369714",144,Tower Road,Point,138,1.1,green,0.501,8
1AA1,942S,2026-07-12T01:21:38,147.20999145507812,EE,28,"-110.35258726337361,54.727981317323504",144,Nabiye,Point,138,1.067,green,0.334,8
1AA2,942S,2026-07-12T01:21:38,147.3300018310547,EE,28,"-110.3511267453841,54.72293422568846",144,Nabiye,Point,138,1.068,green,0.338,8
G1,942S,2026-07-12T01:21:38,13.84999942779541,EE,28,"-110.34782053121194,54.73552626414336",144,Nabiye,Point,25,0.554,grey,0.3,8
G2,942S,2026-07-12T01:21:38,13.869999885559082,EE,28,"-110.35076805407144,54.72449325997999",144,Nabiye,Point,25,0.555,grey,0.3,8
900PT1,2015S,2026-07-12T01:21:38,268.489990234375,FM,25,"-112.15053769224029,56.76350640461534",240,Yeo,Point,240,1.119,red,0.594,8
138_B1,409S,2026-07-12T01:21:38,142.15000915527344,EE,33,"-113.09037387707323,53.78013260553913",138,Scotford,Point,138,1.03,green,0.3,8
138_B2,409S,2026-07-12T01:21:38,142.10000610351562,EE,33,"-113.0893952993021,53.78319776956871",138,Scotford,Point,138,1.03,green,0.3,8
500PT1,824S,2026-07-12T01:21:38,26.0,NW,26,"-115.49737545041633,54.516033084935685",144,Fieldgate,Point,25,1.04,grey,0.3,8
25A,833S,2026-07-12T01:21:38,0.0,FM,25,"-111.9849240492312,55.99011187160888",144,Mariana,Point,25,0,grey,0.3,8
701T,833S,2026-07-12T01:21:38,0.0,FM,25,"-111.98914927436753,55.9760610474728",144,Mariana,Point,25,0,grey,0.3,8
25A,828S,2026-07-12T01:21:38,26.170000076293945,NW,17,"-118.91957355129057,58.58500239620762",144,Sulphurpoint,Point,25,1.047,grey,0.3,8
7L133,828S,2026-07-12T01:21:38,150.97999572753906,NW,17,"-118.91800054440876,58.5786849287897",144,Sulphurpoint,Point,138,1.094,green,0.47,8
7L72,828S,2026-07-12T01:21:38,150.88999938964844,NW,17,"-118.91642198323848,58.58853654311268",144,Sulphurpoint,Point,138,1.093,green,0.467,8
7L93,828S,2026-07-12T01:21:38,150.9199981689453,NW,17,"-118.90458036172767,58.579164163262426",144,Sulphurpoint,Point,138,1.094,green,0.468,8
1441,826S,2026-07-12T01:21:38,148.5,EE,28,"-110.81193060719801,54.57712109928939",144/240,Marguerite Lake,Point,138,1.076,green,0.38,8
1442,826S,2026-07-12T01:21:38,148.64999389648438,EE,28,"-110.80221374886102,54.5895990652327",144/240,Marguerite Lake,Point,138,1.077,green,0.386,8
701,826S,2026-07-12T01:21:38,148.83999633789062,EE,28,"-110.81379393072025,54.59598631903262",144/240,Marguerite Lake,Point,138,1.079,green,0.393,8
702,826S,2026-07-12T01:21:38,148.8199920654297,EE,28,"-110.81083870743144,54.586657321742315",144/240,Marguerite Lake,Point,138,1.078,green,0.392,8
E,826S,2026-07-12T01:21:38,252.61000061035156,EE,28,"-110.8148477380329,54.58118858209108",144/240,Marguerite Lake,Point,240,1.053,red,0.3,8
K,826S,2026-07-12T01:21:38,253.7899932861328,EE,28,"-110.81823925763844,54.58851325928334",144/240,Marguerite Lake,Point,240,1.057,red,0.3,8
138A,149S,2026-07-12T01:21:38,143.60000610351562,WE,60,"-113.50906142889419,53.310074902696144",138,Nisku,Point,138,1.041,green,0.3,8
138N,276S,2026-07-12T01:21:38,140.60000610351562,WC,51,"-113.59603632783282,52.392121346071825",138,Union Carbide Prentiss,Point,138,1.019,green,0.3,8
138X,276S,2026-07-12T01:21:38,140.6699981689453,WC,51,"-113.5947607599339,52.37887104914311",138,Union Carbide Prentiss,Point,138,1.019,green,0.3,8
13A,276S,2026-07-12T01:21:38,13.882999420166016,WC,51,"-113.60843778241752,52.377560700597066",138,Union Carbide Prentiss,Point,25,0.555,grey,0.3,8
13B,276S,2026-07-12T01:21:38,14.017998695373535,WC,51,"-113.59598806556917,52.38666057502183",138,Union Carbide Prentiss,Point,25,0.561,grey,0.3,8
13C,276S,2026-07-12T01:21:38,13.867999076843262,WC,51,"-113.6059890487109,52.39284685883357",138,Union Carbide Prentiss,Point,25,0.555,grey,0.3,8
138A,99S,2026-07-12T01:21:38,141.91000366210938,WE,60,"-113.67411236203176,53.6525012048033",138,North St. Albert,Point,138,1.028,green,0.3,8
138BUS1,594S,2026-07-12T01:21:38,142.1999969482422,EC,32,"-111.278873133478,52.63702442180309",138,Battle Sands,Point,138,1.03,green,0.3,8
869L,204S,2026-07-12T01:21:38,142.260009765625,SE,48,"-110.03757608250574,50.683024576522776",138,Sandy Point,Point,138,1.031,green,0.3,8
34B1,981S,2026-07-12T01:21:38,34.599998474121094,SE,43,"-112.42757711567215,51.219379262402434",144,Badlands,Point,72,0.481,purple,0.3,8
1200BS1PT,939S,2026-07-12T01:21:38,535.4000244140625,FM,25,"-113.00627822447332,56.377371831702305",144/240,Livock (240 kV),Point,500,1.071,blue,0.354,8
1200BS2PT,939S,2026-07-12T01:21:38,535.7000122070312,FM,25,"-113.01403406575423,56.38685922390955",144/240,Livock (240 kV),Point,500,1.071,blue,0.357,8
12L41PT,939S,2026-07-12T01:21:38,535.1000366210938,FM,25,"-113.01458543393763,56.38971471415746",144/240,Livock (240 kV),Point,500,1.07,blue,0.351,8
12L44PT,939S,2026-07-12T01:21:38,536.2999877929688,FM,25,"-113.01704179742087,56.37151605730234",144/240,Livock (240 kV),Point,500,1.073,blue,0.363,8
700PT1,939S,2026-07-12T01:21:38,148.30999755859375,FM,25,"-113.00345146154473,56.384111852847035",144/240,Livock (240 kV),Point,138,1.075,green,0.374,8
900PT1,939S,2026-07-12T01:21:38,270.0299987792969,FM,25,"-112.99874104840515,56.38963269582934",144/240,Livock (240 kV),Point,240,1.125,red,0.626,8
900PT3,939S,2026-07-12T01:21:38,269.8299865722656,FM,25,"-113.00009053762184,56.372931247636025",144/240,Livock (240 kV),Point,240,1.124,red,0.621,8
9L10PT,939S,2026-07-12T01:21:38,271.8999938964844,FM,25,"-113.01034111701881,56.37495386023635",144/240,Livock (240 kV),Point,240,1.133,red,0.665,8
9L57PT,939S,2026-07-12T01:21:38,270.6399841308594,FM,25,"-113.0103417011706,56.37371363919544",144/240,Livock (240 kV),Point,240,1.128,red,0.638,8
34B1,1007S,2026-07-12T01:21:38,0.0,WE,60,nan,None,None,None,25,0,grey,0.3,8
GEN1,126S,2026-07-12T01:21:38,14.167000770568848,NW,20,nan,None,None,None,25,0.567,grey,0.3,8
RB_2,126S,2026-07-12T01:21:38,14.143000602722168,NW,20,nan,None,None,None,25,0.566,grey,0.3,8
UTILITY_BUS1,126S,2026-07-12T01:21:38,14.0260009765625,NW,20,nan,None,None,None,25,0.561,grey,0.3,8
25,148S,2026-07-12T01:21:38,0.0,WC,39,nan,None,None,None,25,0,grey,0.3,8
152,29EDD_1,2026-07-12T01:21:38,268.24212646484375,FM,25,nan,None,None,None,240,1.118,red,0.588,8
240KVNORTH,29EDD_1,2026-07-12T01:21:38,268.4326477050781,FM,25,nan,None,None,None,240,1.118,red,0.592,8
240KVSOUTH,29EDD_1,2026-07-12T01:21:38,267.8091125488281,FM,25,nan,None,None,None,240,1.116,red,0.579,8
29PL6_3_69,29EDD_1,2026-07-12T01:21:38,72.90999603271484,FM,25,nan,None,None,None,72,1.013,purple,0.3,8
29PL6_4_69,29EDD_1,2026-07-12T01:21:38,72.93000030517578,FM,25,nan,None,None,None,72,1.013,purple,0.3,8
29PL9_16_240,29EDD_1,2026-07-12T01:21:38,268.190185546875,FM,25,nan,None,None,None,240,1.117,red,0.587,8
29PL9_17_240,29EDD_1,2026-07-12T01:21:38,268.155517578125,FM,25,nan,None,None,None,240,1.117,red,0.587,8
29PL9_3_240,29EDD_1,2026-07-12T01:21:38,268.1728515625,FM,25,nan,None,None,None,240,1.117,red,0.587,8
29PL9_4_240,29EDD_1,2026-07-12T01:21:38,268.5192565917969,FM,25,nan,None,None,None,240,1.119,red,0.594,8
29PL9_5_240,29EDD_1,2026-07-12T01:21:38,268.25946044921875,FM,25,nan,None,None,None,240,1.118,red,0.589,8
29PL9_6_240,29EDD_1,2026-07-12T01:21:38,268.2248229980469,FM,25,nan,None,None,None,240,1.118,red,0.588,8
452,29EDD_1,2026-07-12T01:21:38,267.93035888671875,FM,25,nan,None,None,None,240,1.116,red,0.582,8
72KVNORTH,29EDD_1,2026-07-12T01:21:38,73.05774688720703,FM,25,nan,None,None,None,72,1.015,purple,0.3,8
72KVSOUTH,29EDD_1,2026-07-12T01:21:38,73.05774688720703,FM,25,nan,None,None,None,72,1.015,purple,0.3,8
29PL7_5,29EDD_18,2026-07-12T01:21:38,146.2367401123047,FM,25,nan,None,None,None,138,1.06,green,0.3,8
L7_10,29EDD_18,2026-07-12T01:21:38,146.5138702392578,FM,25,nan,None,None,None,138,1.062,green,0.308,8
252_5204,29EDD_2,2026-07-12T01:21:38,8.109999656677246,FM,25,nan,None,None,None,25,0.324,grey,0.3,8
252_5205,29EDD_2,2026-07-12T01:21:38,8.109999656677246,FM,25,nan,None,None,None,25,0.324,grey,0.3,8
352_101_25,29EDD_2,2026-07-12T01:21:38,25.889999389648438,FM,25,nan,None,None,None,25,1.036,grey,0.3,8
352_1701_25,29EDD_2,2026-07-12T01:21:38,25.67399787902832,FM,25,nan,None,None,None,25,1.027,grey,0.3,8
352_201_25,29EDD_2,2026-07-12T01:21:38,26.119998931884766,FM,25,nan,None,None,None,25,1.045,grey,0.3,8
352_2501C_25,29EDD_2,2026-07-12T01:21:38,25.72603988647461,FM,25,nan,None,None,None,25,1.029,grey,0.3,8
13A,29EDD_3,2026-07-12T01:21:38,14.184999465942383,FM,25,nan,None,None,None,25,0.567,grey,0.3,8
13B,29EDD_3,2026-07-12T01:21:38,14.127999305725098,FM,25,nan,None,None,None,25,0.565,grey,0.3,8
29PL7_1,29EDD_34,2026-07-12T01:21:38,144.53933715820312,FM,25,nan,None,None,None,138,1.047,green,0.3,8
29PL9_12,29EDD_34,2026-07-12T01:21:38,268.41534423828125,FM,25,nan,None,None,None,240,1.118,red,0.592,8
29PL9_13,29EDD_34,2026-07-12T01:21:38,268.3460693359375,FM,25,nan,None,None,None,240,1.118,red,0.591,8
29PL9_14,29EDD_34,2026-07-12T01:21:38,267.861083984375,FM,25,nan,None,None,None,240,1.116,red,0.58,8
29PL9_15,29EDD_34,2026-07-12T01:21:38,267.9649963378906,FM,25,nan,None,None,None,240,1.117,red,0.583,8
29PL9_5,29EDD_34,2026-07-12T01:21:38,268.484619140625,FM,25,nan,None,None,None,240,1.119,red,0.593,8
29PL9_6,29EDD_34,2026-07-12T01:21:38,268.2940979003906,FM,25,nan,None,None,None,240,1.118,red,0.589,8
29PP_24,29EDD_34,2026-07-12T01:21:38,268.2248229980469,FM,25,nan,None,None,None,240,1.118,red,0.588,8
29PP_45,29EDD_34,2026-07-12T01:21:38,268.155517578125,FM,25,nan,None,None,None,240,1.117,red,0.587,8
29PT_102,29EDD_34,2026-07-12T01:21:38,72.91918182373047,FM,25,nan,None,None,None,72,1.013,purple,0.3,8
29PT_103,29EDD_34,2026-07-12T01:21:38,72.86721801757812,FM,25,nan,None,None,None,72,1.012,purple,0.3,8
29PT_340,29EDD_34,2026-07-12T01:21:38,267.7398376464844,FM,25,nan,None,None,None,240,1.116,red,0.578,8
29PT_341,29EDD_34,2026-07-12T01:21:38,267.7052001953125,FM,25,nan,None,None,None,240,1.115,red,0.577,8
13A,29EDD_5,2026-07-12T01:21:38,14.06422233581543,FM,25,nan,None,None,None,25,0.563,grey,0.3,8
GEN,29EDD_63,2026-07-12T01:21:38,14.06422233581543,FM,25,nan,None,None,None,25,0.563,grey,0.3,8
29PL9_12,29EDD_65,2026-07-12T01:21:38,269.4718933105469,FM,25,nan,None,None,None,240,1.123,red,0.614,8
29PL9_13,29EDD_65,2026-07-12T01:21:38,269.5931396484375,FM,25,nan,None,None,None,240,1.123,red,0.617,8
29PP_48,29EDD_65,2026-07-12T01:21:38,269.731689453125,FM,25,nan,None,None,None,240,1.124,red,0.619,8
29PP_49,29EDD_65,2026-07-12T01:21:38,269.9395446777344,FM,25,nan,None,None,None,240,1.125,red,0.624,8
29PT_250,29EDD_65,2026-07-12T01:21:38,269.9222106933594,FM,25,nan,None,None,None,240,1.125,red,0.623,8
29PT_260,29EDD_65,2026-07-12T01:21:38,269.9049072265625,FM,25,nan,None,None,None,240,1.125,red,0.623,8
29PL7_3,29EDD_71,2026-07-12T01:21:38,146.2367401123047,FM,25,nan,None,None,None,138,1.06,green,0.3,8
29PL7_4,29EDD_71,2026-07-12T01:21:38,146.3926239013672,FM,25,nan,None,None,None,138,1.061,green,0.304,8
29PL7_5,29EDD_71,2026-07-12T01:21:38,146.2886962890625,FM,25,nan,None,None,None,138,1.06,green,0.3,8
29PL_105,29EDD_71,2026-07-12T01:21:38,146.42726135253906,FM,25,nan,None,None,None,138,1.061,green,0.305,8
29PL_106,29EDD_71,2026-07-12T01:21:38,0.0,FM,25,nan,None,None,None,25,0,grey,0.3,8
29PL_232,29EDD_71,2026-07-12T01:21:38,146.3406524658203,FM,25,nan,None,None,None,138,1.06,green,0.302,8
29PL_233,29EDD_71,2026-07-12T01:21:38,146.37530517578125,FM,25,nan,None,None,None,138,1.061,green,0.303,8
29PL_234,29EDD_71,2026-07-12T01:21:38,146.37530517578125,FM,25,nan,None,None,None,138,1.061,green,0.303,8
29PL_237,29EDD_71,2026-07-12T01:21:38,146.2886962890625,FM,25,nan,None,None,None,138,1.06,green,0.3,8
29PP_46,29EDD_71,2026-07-12T01:21:38,146.444580078125,FM,25,nan,None,None,None,138,1.061,green,0.306,8
29PP_47,29EDD_71,2026-07-12T01:21:38,146.444580078125,FM,25,nan,None,None,None,138,1.061,green,0.306,8
29PT_235,29EDD_71,2026-07-12T01:21:38,146.444580078125,FM,25,nan,None,None,None,138,1.061,green,0.306,8
29PT_336,29EDD_71,2026-07-12T01:21:38,146.3579864501953,FM,25,nan,None,None,None,138,1.061,green,0.303,8
29PL7_1,29EDD_85,2026-07-12T01:21:38,145.9769287109375,FM,25,nan,None,None,None,138,1.058,green,0.3,8
29PL7_10,29EDD_85,2026-07-12T01:21:38,146.09817504882812,FM,25,nan,None,None,None,138,1.059,green,0.3,8
29PL7_7,29EDD_85,2026-07-12T01:21:38,145.94229125976562,FM,25,nan,None,None,None,138,1.058,green,0.3,8
29PL7_8,29EDD_85,2026-07-12T01:21:38,145.94229125976562,FM,25,nan,None,None,None,138,1.058,green,0.3,8
240A,29EDD_94,2026-07-12T01:21:38,268.1208801269531,FM,25,nan,None,None,None,240,1.117,red,0.586,8
240B,29EDD_94,2026-07-12T01:21:38,267.94769287109375,FM,25,nan,None,None,None,240,1.116,red,0.582,8
29PL9_16_240,29EDD_94,2026-07-12T01:21:38,268.08624267578125,FM,25,nan,None,None,None,240,1.117,red,0.585,8
29PL9_17_240,29EDD_94,2026-07-12T01:21:38,267.93035888671875,FM,25,nan,None,None,None,240,1.116,red,0.582,8
13G1,30EDD_1,2026-07-12T01:21:38,14.029999732971191,FM,25,nan,None,None,None,25,0.561,grey,0.3,8
